epoch	loss	acc-top1	lr	batch	batch-time	epoch-time
1	0.7399887251432495	0.43434343434343436	0.001	1	0.9937294661396682	196.79836058616638
2	0.7354515480874765	0.5151515151515151	0.001	1	0.9934309540372906	196.72903609275818
3	0.709139731797305	0.4595959595959596	0.001	1	0.9963748611585058	197.31487321853638
4	0.7096747668704602	0.47474747474747475	0.001	1	0.9970614151521162	197.4543182849884
5	0.7027803852100565	0.4898989898989899	0.001	1	0.9982770356264982	197.68765830993652
6	0.6932384901576572	0.5404040404040404	0.001	1	0.9978140761153866	197.61241006851196
7	0.6958839313851463	0.5505050505050505	0.001	1	0.9965727895197242	197.3600559234619
8	0.6894814659549733	0.5454545454545454	0.001	1	0.9966309901439783	197.38658666610718
9	0.6803096048157624	0.5757575757575758	0.001	1	0.9966093325855756	197.38122940063477
10	0.6778264974403863	0.5757575757575758	0.001	1	0.9944131856012826	196.93996858596802
11	0.6715685643933036	0.5555555555555556	0.001	1	0.9956584843722257	197.17502546310425
12	0.6593159705099433	0.6111111111111112	0.001	1	0.9969272613525391	197.42730903625488
13	0.6744764758781954	0.5656565656565656	0.001	1	0.997301904842107	197.50191712379456
14	0.658502253920141	0.5808080808080808	0.001	1	0.9967686431576507	197.3942892551422
15	0.6503173204684498	0.6262626262626263	0.001	1	0.9969135835917309	197.4334750175476
16	0.6428674167454845	0.6060606060606061	0.001	1	0.9973563473634045	197.51445245742798
17	0.6246669182572702	0.6666666666666666	0.001	1	0.9960607037399755	197.2501974105835
18	0.6268541541966525	0.6565656565656566	0.001	1	0.9968130022588403	197.4028651714325
19	0.6057325490195342	0.7171717171717171	0.001	1	0.9954139644449408	197.134423494339
20	0.5975114513527263	0.7676767676767676	0.001	1	0.9968215600408689	197.40626430511475
21	0.5961970816356967	0.7272727272727273	0.001	1	0.9949020075075554	197.02110123634338
22	0.5718328147524535	0.7727272727272727	0.001	1	0.9976834420001868	197.58012557029724
23	0.5663297880779613	0.7676767676767676	0.001	1	0.996248393347769	197.2956793308258
24	0.5372551586290802	0.7878787878787878	0.001	1	0.9951277020001652	197.06918025016785
25	0.5170064219320664	0.8282828282828283	0.001	1	0.9966531751131771	197.38674330711365
26	0.4978062475871558	0.7929292929292929	0.001	1	0.9949651727772723	197.05061101913452
27	0.4436704015189951	0.8787878787878788	0.001	1	0.9964914358023441	197.34836673736572
28	0.3846162273125215	0.898989898989899	0.001	1	0.995867927869161	197.2137496471405
29	0.3684486183855269	0.898989898989899	0.001	1	0.9961661028139519	197.27966046333313
30	0.3414357981898568	0.9191919191919192	0.001	1	0.995748717375476	197.2030909061432
31	0.32852634531680985	0.9040404040404041	0.001	1	0.9949386625578909	197.03754115104675
32	0.2655260465060822	0.9393939393939394	0.001	1	0.9945117957664259	196.93966722488403
33	0.27219796496810333	0.9444444444444444	0.001	1	0.9949325479642309	197.04682683944702
34	0.2679954291594149	0.9191919191919192	0.001	1	0.9944716860549618	196.93306756019592
35	0.1996887002629463	0.9646464646464646	0.001	1	0.9939435636154329	196.84988641738892
36	0.13160481055577597	0.9949494949494949	0.001	1	0.9959868421458234	197.23492574691772
37	0.10351242456171247	0.9949494949494949	0.001	1	0.9943048388066918	196.91392493247986
38	0.08335721417508944	1.0	0.001	1	0.9955394304159916	197.16528940200806
39	0.10129440252227012	0.98989898989899	0.001	1	0.9941747128361403	196.89248275756836
40	0.18419936585305918	0.9444444444444444	0.001	1	0.9947654960131405	197.0029375553131
41	0.23722086214657986	0.9242424242424242	0.001	1	0.9941555863679058	196.8900146484375
42	0.22042865193251407	0.9393939393939394	0.001	1	0.9950509516879765	197.0699679851532
43	0.07381570805804898	1.0	0.001	1	0.994522694385413	196.96358919143677
44	0.05362598688313455	1.0	0.001	1	0.9956922302342425	197.18453812599182
45	0.041914716814503525	1.0	0.001	1	1.001928109111208	198.42217135429382
46	0.03630780752259071	1.0	0.001	1	1.0013919900162052	198.3263795375824
47	0.04872190801784246	0.98989898989899	0.001	1	1.0043654345502757	198.89122438430786
48	0.04119437451314444	1.0	0.001	1	1.0112477288101658	200.27207016944885
49	0.096001339530704	0.9646464646464646	0.001	1	1.0089299847381283	199.811443567276
50	0.22489514088991916	0.9191919191919192	0.001	1	1.0524752489244096	208.4412055015564
51	0.2654811861840161	0.898989898989899	0.001	1	1.0574328658556698	209.41883850097656
52	0.12364227618231918	0.9696969696969697	0.001	1	1.0553028547402583	208.9915316104889
