epoch	loss	acc-top1	acc-top5	lr	batch	batch-time	epoch-time
1	4.69781677160696	0.07350319807067211	0.2179930795847751	0.01	32	0.8479695678953343	253.57348227500916
2	3.7228598796660086	0.1417636573345916	0.364370347069309	0.01	32	0.8832297859383267	264.1171565055847
3	3.432622408359396	0.18527838943063857	0.441648317080843	0.01	32	0.8640585424110643	258.3941538333893
4	3.2500988866368643	0.21610569361434415	0.4849533396246199	0.01	32	0.8736143343424717	261.253933429718
5	3.051193678542804	0.25060291496277654	0.546398238439761	0.01	32	0.8649729263024984	258.85363936424255
6	2.919119005122249	0.28405158854985846	0.5759672853098459	0.01	32	0.8657647231749468	258.91201734542847
7	2.7915132341487885	0.2997798049701164	0.6048023487469855	0.01	32	0.8830659692502739	264.07765340805054
8	2.659874624884502	0.332599349900388	0.629757785467128	0.01	32	0.866695214274735	259.1750433444977
9	2.5203541367386726	0.3620635419943378	0.667400650099612	0.01	32	0.862333317664156	257.8708620071411
10	2.4129474666791855	0.38586557617699485	0.6896298626402433	0.01	32	0.8699850111103377	260.1739466190338
11	2.2962876029193082	0.4193142497640768	0.7162629757785467	0.01	32	0.8818240548455994	263.7000529766083
12	2.1637453545411076	0.4457376533501101	0.734717416378316	0.01	32	0.8542122290684626	255.44826674461365
13	2.098027732545529	0.45811051693404636	0.7469854251861172	0.01	32	0.8528364454224756	255.03870344161987
14	2.0033062936075456	0.48023487469854254	0.7723602810108	0.01	32	0.8774532609958713	262.40041851997375
15	1.9091836332437364	0.5042466184334696	0.7848379993708714	0.01	32	0.8472542427853996	253.36827278137207
16	1.8260044495089693	0.5216525112718884	0.8003565062388592	0.01	32	0.8833850929170947	264.1714177131653
17	1.7777278089568314	0.532871972318339	0.8122050959421202	0.01	32	0.8485209575066199	253.7569649219513
18	1.6935482517133233	0.5605536332179931	0.8236342665408409	0.01	32	0.849836552023489	254.13228583335876
19	1.617829082921402	0.5769109782950613	0.8283527314669183	0.01	32	0.8637061430060345	258.2748200893402
20	1.5314410499547955	0.5983013526266121	0.8482751389325783	0.01	32	0.8488931879152024	253.8466911315918
21	1.478723865441835	0.6064800251651463	0.8524693299779805	0.01	32	0.8486292115023304	253.78113174438477
22	1.4409768119652815	0.617909195763867	0.8610674216210549	0.01	32	0.8529008056806482	255.0579764842987
23	1.35484356508698	0.6346859599454755	0.879207297892419	0.01	32	0.8596165897854195	257.0649981498718
24	1.3445162548138383	0.6413966656181189	0.8761665093845025	0.01	32	0.8552203457491055	255.73758554458618
25	1.289454388845963	0.6466394044248716	0.88130439341512	0.01	32	0.8215491062023966	245.67699265480042
26	1.2189452229424118	0.6710705672643389	0.8964034811785677	0.01	32	0.8219390832460843	245.80848002433777
27	1.2241737732312783	0.6667715214428017	0.8908461780434099	0.01	32	0.822417563020585	245.93187475204468
28	1.1671103544676218	0.6859599454755164	0.8985005767012687	0.01	32	0.8224297502766484	245.95095705986023
29	1.1306001613809338	0.6927755059242948	0.9034287511796162	0.01	32	0.8220969410644328	245.852454662323
30	1.0766982738734467	0.7095522701059033	0.9112928593897452	0.01	32	0.8213313056473748	245.62105417251587
31	1.0734382916686793	0.7077697389116074	0.9086714899863689	0.01	32	0.8215539878028691	245.67833948135376
32	1.0206346725835058	0.7225542623466499	0.9172695816294433	0.01	32	0.8216608934179198	245.7105691432953
33	0.9977312644997695	0.7277970011534025	0.9185278389430639	0.01	32	0.8224536256247938	245.9568977355957
34	0.9611674571569778	0.7379679144385026	0.924923980287302	0.01	32	0.8223827259995068	245.9337363243103
35	0.9420416068390779	0.7436300723497955	0.9270210758100031	0.01	32	0.829790644821116	248.13722467422485
36	0.9232808449389088	0.7497116493656286	0.9295375904372444	0.01	32	0.8230058508971861	246.92492532730103
37	0.8943746366677849	0.7514941805599245	0.9327880884974311	0.01	32	0.8219246346017589	245.7980854511261
38	0.8705400116628379	0.7636573345915907	0.9342560553633218	0.01	32	0.8220368787197764	245.83031225204468
39	0.8281667216763852	0.776239907727797	0.9421201635734507	0.01	32	0.8225671320057234	245.976655960083
40	0.8204419736131202	0.7768690363846074	0.9423298731257209	0.01	32	0.8236366187449682	246.30724477767944
41	0.8062756818283575	0.776344762503932	0.9428541470063961	0.01	32	0.8225613007178674	245.98959851264954
42	0.775183574776111	0.7838943063856558	0.9471531928279333	0.01	32	0.8238402290089074	246.3579807281494
43	0.7758769356030719	0.7870399496697075	0.948306595365419	0.01	32	0.8233681650066057	246.2264757156372
44	0.7531647868684919	0.795952605641187	0.9496697074551745	0.01	32	0.8303236267638445	248.30840969085693
45	0.7121022253825477	0.8048652616126665	0.9551221558141973	0.01	32	0.8248349910595744	246.65687155723572
46	0.7155400992464792	0.8055992450456119	0.9501939813358499	0.01	32	0.8251528006333572	246.75428318977356
47	0.7206868065394757	0.8001467966865891	0.9521862220824159	0.01	32	0.8256029221525161	246.8993639945984
48	0.7120015563936845	0.80203418265702	0.9498794170074447	0.01	32	0.8249829309839868	246.71326804161072
49	0.699809514689998	0.8105274195239593	0.9554367201426025	0.01	32	0.8251615447742883	246.77445316314697
50	0.6606392646418361	0.8180769634056831	0.9552270105903324	0.01	32	0.8254699659188057	246.84711527824402
51	0.6388217134646703	0.8252070881828667	0.956590122680088	0.01	32	0.8509004163901542	254.45404601097107
52	0.6313466685765993	0.8252070881828667	0.962357135367516	0.01	32	0.8328494587072162	249.0536322593689
53	0.611625789533537	0.8314983747509699	0.9628814092481912	0.01	32	0.8273924792490676	247.42115831375122
54	0.6390352879628528	0.8236342665408409	0.9595260564118696	0.01	32	0.8268826613856797	247.27158880233765
55	0.6131367314420582	0.8309741008702947	0.9615182971584356	0.01	32	0.8265161984740292	247.17049384117126
56	0.607836858473997	0.8350634371395617	0.9606794589493551	0.01	32	0.8275830976939121	247.48976516723633
57	0.5876303724589133	0.8370556778861277	0.9682290028310789	0.01	32	0.8266326368453112	247.21190118789673
