epoch	loss	acc-top1	lr	batch	batch-time	epoch-time
1	0.7345944838692443	0.4444444444444444	0.001	2	1.456827659799595	144.2474753856659
2	0.694707766927854	0.51010101010101	0.001	2	1.4572005994392163	144.29617142677307
3	0.6866501717254369	0.5606060606060606	0.001	2	1.4638348155551486	144.94708466529846
4	0.6529270874129401	0.6565656565656566	0.001	2	1.4662670222195713	145.2045934200287
5	0.691976567711493	0.5909090909090909	0.001	2	1.4681633096752744	145.39342045783997
6	0.6323942484879734	0.6363636363636364	0.001	2	1.4683097612978233	145.39325094223022
7	0.6131509274545343	0.6515151515151515	0.001	2	1.4692002450576935	145.48103833198547
8	0.5767252014742957	0.7373737373737373	0.001	2	1.470222612824103	145.59506464004517
9	0.6447582166604321	0.6464646464646465	0.001	2	1.4674778779347737	145.32262897491455
10	0.5791543388005459	0.7171717171717171	0.001	2	1.4694358555957525	145.50443387031555
11	0.619442515903049	0.6919191919191919	0.001	2	1.4666509507882475	145.23763847351074
12	0.5648629090400658	0.7070707070707071	0.001	2	1.4758979648050636	146.15411067008972
13	0.5987887472817393	0.6919191919191919	0.001	2	1.473492352649419	145.9029414653778
14	0.5689625703927242	0.6818181818181818	0.001	2	1.471668014622698	145.72892308235168
15	0.5434967833335953	0.7323232323232324	0.001	2	1.473106902055066	145.88359951972961
16	0.5435675015353193	0.7171717171717171	0.001	2	1.472876686038393	145.8408489227295
17	0.5407826647613988	0.7121212121212122	0.001	2	1.4743279013970885	145.98746800422668
18	0.46814734767181704	0.7777777777777778	0.001	2	1.4739306936360368	145.95629620552063
19	0.4926417451916319	0.7525252525252525	0.001	2	1.4746825622789788	146.02512311935425
20	0.5313883002358254	0.7070707070707071	0.001	2	1.4739874492992053	145.95487022399902
21	0.49069554095316414	0.7474747474747475	0.001	2	1.472863505585025	145.84347248077393
22	0.4988732033907765	0.7424242424242424	0.001	2	1.489091608259413	147.45149445533752
23	0.43262689131678955	0.803030303030303	0.001	2	1.4836318300227926	146.91156244277954
24	0.47290376701740305	0.7323232323232324	0.001	2	1.4748882573060316	146.0566008090973
25	0.4381451230458539	0.7828282828282829	0.001	2	1.471323473284943	145.6938235759735
26	0.44630862606896293	0.7777777777777778	0.001	2	1.4744578491557727	146.00330471992493
27	0.46698619861795443	0.7626262626262627	0.001	2	1.46871694651517	145.43107867240906
28	0.4456766055087851	0.7626262626262627	0.001	2	1.468508951591723	145.42216658592224
29	0.39224721747215346	0.803030303030303	0.001	2	1.4686199583188453	145.42027258872986
30	0.3572920991314782	0.803030303030303	0.001	2	1.4684694487639147	145.4031524658203
31	0.46158911062009406	0.7575757575757576	0.001	2	1.4693978796101579	145.4982922077179
32	0.396312613077838	0.8080808080808081	0.001	2	1.4693214700679587	145.50270771980286
33	0.44205927487575647	0.7626262626262627	0.001	2	1.4678835748422026	145.36114859580994
34	0.3750244978100363	0.797979797979798	0.001	2	1.4705632262759738	145.6160328388214
35	0.38025530600788615	0.8080808080808081	0.001	2	1.4694690800676442	145.516419172287
36	0.3593797966687366	0.8080808080808081	0.001	2	1.4706806462220472	145.624436378479
37	0.4053407311439514	0.7878787878787878	0.001	2	1.4658497776648012	145.14465856552124
38	0.3006886565926099	0.8535353535353535	0.001	2	1.4679606394334273	145.36854100227356
39	0.2912996468519924	0.8686868686868687	0.001	2	1.4700347534333817	145.57201671600342
40	0.29821839988833726	0.8636363636363636	0.001	2	1.4683825680703828	145.410573720932
41	0.28676201357985986	0.8737373737373737	0.001	2	1.4693614858569521	145.4983983039856
42	0.29775949981477523	0.8787878787878788	0.001	2	1.4683138433128897	145.40067219734192
43	0.22627142854411192	0.9141414141414141	0.001	2	1.4689097524893404	145.46584916114807
44	0.305259819885697	0.8585858585858586	0.001	2	1.4689191712273493	145.45213961601257
45	0.2974173122584218	0.9090909090909091	0.001	2	1.4687212717653526	145.44028615951538
46	0.20696097431760846	0.9292929292929293	0.001	2	1.46658435012355	145.2223391532898
47	0.24137859964611555	0.9292929292929293	0.001	2	1.4677469585881089	145.34656071662903
48	0.21007360472823633	0.9393939393939394	0.001	2	1.4657583477521183	145.14297080039978
49	0.18850281322845305	0.9494949494949495	0.001	2	1.4672922486006612	145.30477905273438
50	0.17661657658490268	0.9646464646464646	0.001	2	1.4676366647084553	145.3371000289917
51	0.1883261977422117	0.9494949494949495	0.001	2	1.4674716646021062	145.3211269378662
52	0.2898356414804555	0.9090909090909091	0.001	2	1.465449489728369	145.12005186080933
53	0.19294200882767187	0.9444444444444444	0.001	2	1.4683040633346096	145.39092874526978
54	0.22024027747337263	0.9343434343434344	0.001	2	1.4672539980724604	145.28578662872314
55	0.19635603283390854	0.9646464646464646	0.001	2	1.4655520891902423	145.12503051757812
56	0.15692975545170332	0.9747474747474747	0.001	2	1.4683649299120662	145.40646982192993
57	0.10564735893047217	0.9949494949494949	0.001	2	1.466468743603639	145.2070014476776
58	0.1557774709330665	0.9545454545454546	0.001	2	1.4657763567837803	145.1538577079773
59	0.1668144768536693	0.9545454545454546	0.001	2	1.4665067508967236	145.22611379623413
60	0.1916602687402205	0.9444444444444444	0.001	2	1.4665026929643419	145.22497463226318
61	0.16093268659379747	0.9545454545454546	0.001	2	1.4656997112312702	145.13508105278015
62	0.14303105347084277	0.9797979797979798	0.001	2	1.4653469143491802	145.11245369911194
63	0.10412231087684631	0.9848484848484849	0.001	2	1.4657782496828022	145.14385223388672
64	0.09154628081755205	0.98989898989899	0.001	2	1.46505486844766	145.06950211524963
65	0.09995176033540205	0.9949494949494949	0.001	2	1.4643964767456055	145.0026717185974
66	0.08486310791487646	0.98989898989899	0.001	2	1.4661304974796796	145.19158935546875
67	0.09292524300440393	0.9797979797979798	0.001	2	1.464700612154874	145.03716349601746
68	0.0597915905292588	0.98989898989899	0.001	2	1.4647822331900548	145.0560691356659
69	0.05832750749106359	1.0	0.001	2	1.4646657958175198	145.02993726730347
70	0.0710780280407029	1.0	0.001	2	1.462325450145837	144.81418347358704
71	0.0539963985934402	1.0	0.001	2	1.4638937482930192	144.95377945899963
72	0.058754045854915275	0.9949494949494949	0.001	2	1.4621782399187184	144.79574537277222
73	0.055818698622963646	0.98989898989899	0.001	2	1.4645315950567073	145.0258891582489
74	0.04716955501623828	1.0	0.001	2	1.463162109105274	144.88228821754456
75	0.044069631232155695	1.0	0.001	2	1.464197565810849	144.99277091026306
76	0.03723151605538647	1.0	0.001	2	1.4656129942999945	145.12777137756348
77	0.03268873992592397	1.0	0.001	2	1.4664831161499023	145.21201825141907
78	0.043290167745917735	1.0	0.001	2	1.4647486715605764	145.05276656150818
79	0.030699261210181496	1.0	0.001	2	1.466385720956205	145.2157962322235
80	0.03293035999693052	1.0	0.001	2	1.4658598948006678	145.1538074016571
81	0.0361156945276742	1.0	0.001	2	1.4656628117416843	145.12939524650574
82	0.04085524816705723	1.0	0.001	2	1.4665193124250933	145.22825002670288
83	0.0289223212184328	1.0	0.001	2	1.4658340516716544	145.15105390548706
84	0.027590304914146963	1.0	0.001	2	1.4704400144442162	145.6157248020172
85	0.0262083781488014	1.0	0.001	2	1.46412053975192	144.9864592552185
86	0.03042046590284868	1.0	0.001	2	1.4644246221792818	145.0209288597107
87	0.02839331133197052	1.0	0.001	2	1.4664170284463902	145.2186894416809
88	0.028674960136413574	1.0	0.001	2	1.4675575362311468	145.31893515586853
89	0.026133779323462284	1.0	0.001	2	1.4673328953559952	145.29290461540222
90	0.021002918180793223	1.0	0.001	2	1.4656150702274207	145.13467931747437
91	0.026047446209974963	1.0	0.001	2	1.4688105221950647	145.4535264968872
92	0.026051286495093143	1.0	0.001	2	1.4651029519360474	145.0754930973053
93	0.02074738343556722	1.0	0.001	2	1.4660504490438133	145.18172097206116
94	0.01923672900055394	1.0	0.001	2	1.4670218193169795	145.26562905311584
95	0.019758387045426803	1.0	0.001	2	1.4676085578070746	145.33450388908386
96	0.021909378995799055	1.0	0.001	2	1.4667900909077038	145.2537486553192
97	0.020961619386769305	1.0	0.001	2	1.4650094436876702	145.07569098472595
98	0.019018484486473933	1.0	0.001	2	1.465262239629572	145.08801794052124
99	0.01902493443151917	1.0	0.001	2	1.4671574289148503	145.28476977348328
100	0.015760486174111413	1.0	0.001	2	1.4649619550415964	145.07088780403137
