epoch	loss	acc-top1	acc-top5	lr	batch	batch-time	epoch-time
1	4.117763170396506	0.09468386284995281	0.26664569571143965	0.01	32	0.9339138983085402	279.2628872394562
2	3.4027710225930363	0.2055153612247038	0.4819125511167034	0.01	32	0.7383765959022037	220.81203246116638
3	2.929991922601534	0.29747299989514525	0.600083883820908	0.01	32	0.741069106353964	221.61236667633057
4	2.5308092889188782	0.37653350110097517	0.6978085351787774	0.01	32	0.7414118940614937	221.7132956981659
5	2.2228684387355027	0.4479396036489462	0.7520184544405998	0.01	32	0.7410400487906159	221.6010444164276
6	1.984146598151136	0.5106427597777079	0.7875642235503827	0.01	32	0.7413283199769597	221.68701887130737
7	1.7663966490685645	0.5543672014260249	0.8245779595260564	0.01	32	0.7394612138486626	221.13020586967468
8	1.626612731517205	0.5832022648631645	0.8491139771416588	0.01	32	0.7398408312462644	221.26074385643005
9	1.4812120723314377	0.6229422250183496	0.8669392890846178	0.01	32	0.7693697505172679	230.07713198661804
10	1.3454657442429487	0.6583831393519974	0.8841354723707665	0.01	32	0.7643120256953415	228.56931900978088
11	1.2383161904590114	0.6765230156233616	0.898919995805809	0.01	32	0.76544361289927	228.90420579910278
12	1.1888719342771636	0.6884764601027576	0.9057355562545873	0.01	32	0.766781489585953	229.30885696411133
13	1.1027988212043864	0.7116493656286044	0.912865681031771	0.01	32	0.7644432683453513	228.8145124912262
14	1.0489538269146965	0.7216105693614344	0.9213589178987103	0.01	32	0.7642179532194616	228.53883361816406
15	0.964562479724946	0.7455174583202265	0.9329977980497012	0.01	32	0.763949574435435	228.45322012901306
16	0.929672444005476	0.7561077907098669	0.9317395407360806	0.01	32	0.7657351103116039	228.98643565177917
17	0.903261932072255	0.7626087868302401	0.9359337317814826	0.01	32	0.7656197811050159	228.9508397579193
18	0.8601315073763486	0.776135052951662	0.9378211177519136	0.01	32	0.765462127417625	228.9146544933319
19	0.7988137720865411	0.7897661738492189	0.9473629023802034	0.01	32	0.7644713036591393	228.62162280082703
20	0.7557203784933427	0.795952605641187	0.9523959316346859	0.01	32	0.7648351495481255	228.73680520057678
21	0.7395115986652341	0.8052846807172067	0.9519765125301457	0.01	32	0.7638135969040785	228.42247867584229
