epoch	loss	acc-top1	lr	batch	batch-time	epoch-time
1	0.7095489155764532	0.5555555555555556	0.001	2	1.421583435752175	140.76468181610107
2	0.6633015922223678	0.601010101010101	0.001	2	1.4265148374769423	141.26663541793823
3	0.6976826696684866	0.5555555555555556	0.001	2	1.4356325298848778	142.16754126548767
4	0.6688582758710842	0.601010101010101	0.001	2	1.454284328402895	144.01496767997742
5	0.6552469597922431	0.6111111111111112	0.001	2	1.4499570287839332	143.57451152801514
6	0.6785246666633722	0.6060606060606061	0.001	2	1.4574690178187206	144.3278682231903
7	0.6339896522989177	0.6414141414141414	0.001	2	1.4395352252806075	142.54459166526794
8	0.6331562685846078	0.6666666666666666	0.001	2	1.456775725489915	144.2598361968994
9	0.6309943590501342	0.6515151515151515	0.001	2	1.4642264289085312	144.98793292045593
10	0.6594461235735152	0.6262626262626263	0.001	2	1.4468636416425609	143.28155303001404
11	0.6183201077610555	0.6161616161616161	0.001	2	1.4437985492475105	142.96563363075256
12	0.6354918684622254	0.6464646464646465	0.001	2	1.4802850159731777	146.58078813552856
13	0.6519526447912659	0.6212121212121212	0.001	2	1.4803798415444114	146.59160017967224
14	0.5727340663322295	0.7222222222222222	0.001	2	1.4878180436413697	147.33156156539917
15	0.6185116078516449	0.7070707070707071	0.001	2	1.557150585482819	154.18772268295288
16	0.6154109441270732	0.6363636363636364	0.001	2	1.4810188322356252	146.65875577926636
17	0.5617685161455713	0.7424242424242424	0.001	2	1.4721961551242404	145.7870466709137
18	0.5749032446230301	0.6919191919191919	0.001	2	1.4683434024001614	145.3931176662445
19	0.5332927538288964	0.7323232323232324	0.001	2	1.4670051902231545	145.27712535858154
20	0.5232763949668768	0.7171717171717171	0.001	2	1.4676117752537583	145.3233823776245
21	0.5769283027962001	0.6666666666666666	0.001	2	1.4687867188694501	145.443026304245
22	0.5501454496624494	0.7272727272727273	0.001	2	1.467707224566527	145.34326696395874
23	0.5474796433641453	0.6919191919191919	0.001	2	1.4691027679828683	145.48342084884644
24	0.5195913369005377	0.696969696969697	0.001	2	1.4713067406355733	145.68547773361206
25	0.47367575012072166	0.7525252525252525	0.001	2	1.4986346731282243	148.4068157672882
26	0.4713743103272987	0.7424242424242424	0.001	2	1.5421216247057674	152.7137303352356
27	0.5126490848835068	0.7424242424242424	0.001	2	1.527835605120418	151.2980034351349
28	0.48611041451945447	0.7474747474747475	0.001	2	1.5087518812430025	149.4032175540924
29	0.4754472928817826	0.7323232323232324	0.001	2	1.5212610225484828	150.63467168807983
30	0.5200631389714251	0.7222222222222222	0.001	2	1.4687554788107824	145.45003366470337
31	0.49018657628935997	0.7777777777777778	0.001	2	1.5193291842335401	150.45925569534302
