epoch	loss	acc-top1	acc-top5	lr	batch	batch-time	epoch-time
1	4.484866656109111	0.08010904896718045	0.2211387228688267	0.01	32	0.7320811772426236	218.90641021728516
2	3.691524510715097	0.1399811261402957	0.3633217993079585	0.01	32	0.7411904685872056	221.6350383758545
3	3.4414178099886756	0.18443955122155814	0.43630072349795535	0.01	32	0.7385453276809641	220.8447070121765
4	3.238576784590899	0.21610569361434415	0.48998636887910246	0.01	32	0.7387526418054383	220.91435360908508
5	3.0419928343825786	0.2576281849638251	0.5472370766488414	0.01	32	0.7394092936180906	221.1055998802185
6	2.904915777832204	0.2843661528782636	0.5758624305337108	0.01	32	0.7388845391098073	220.94857263565063
7	2.7605148310729812	0.3140400545244836	0.6131907308377896	0.01	32	0.7387298660533484	220.8994436264038
8	2.617190738912772	0.34329453706616336	0.6422355038271993	0.01	32	0.7385035589785879	220.82969546318054
9	2.4951944187700694	0.36741113557722554	0.6689734717416378	0.01	32	0.7388261209762216	220.93515872955322
10	2.3756983303931247	0.39289084617804343	0.6986473733878578	0.01	32	0.7385265316851561	220.83848428726196
11	2.2265832123921903	0.4243472790185593	0.7281115654818077	0.01	32	0.7388854138428551	220.9455168247223
12	2.1696915322534065	0.4443745412603544	0.7372339310055573	0.01	32	0.7386054952806453	220.8624849319458
13	2.056986616757027	0.4677571563384712	0.7571563384712173	0.01	32	0.7384108899030398	221.2708740234375
14	1.9659476969693834	0.49155919052112823	0.7782321484743631	0.01	32	0.7378662820643804	220.65223264694214
15	1.859850696038935	0.5149418055992451	0.7915487050435147	0.01	32	0.7391412577102814	221.02739596366882
16	1.8027680511930597	0.5294117647058824	0.7985739750445633	0.01	32	0.738596817322798	220.86946535110474
17	1.705611681430685	0.546503093215896	0.8223760092272203	0.01	32	0.7384048193992181	220.80367946624756
18	1.6537498133830257	0.5574079899339415	0.8341197441543462	0.01	32	0.7380164243704499	220.68655586242676
19	1.5832066381453869	0.58414595784838	0.8434518192303659	0.01	32	0.7421750942600212	221.93091654777527
20	1.5174714706223305	0.6015518506867988	0.8484848484848485	0.01	32	0.7443979145292454	222.60198163986206
21	1.4847728562352542	0.6095208136730628	0.85142078221663	0.01	32	0.7409143001339508	221.55100059509277
22	1.405233684870586	0.6260878683024012	0.8644227744573766	0.01	32	0.7439703877554291	222.47370100021362
23	1.360294519886226	0.6292335115864528	0.8756422355038272	0.01	32	0.7427882334859076	222.12187099456787
24	1.3376029512473995	0.6398238439760932	0.877215057145853	0.01	32	0.7417683872490822	221.80908012390137
25	1.2756032702732076	0.6600608157701583	0.8829820698332809	0.01	32	0.7408883802866856	221.55095291137695
26	1.2149452253671467	0.6720142602495544	0.893048128342246	0.01	32	0.7411524834840194	221.62950587272644
27	1.192523233468295	0.6844919786096256	0.8942015308797315	0.01	32	0.7409596626575177	221.57249879837036
