epoch	loss	acc-top1	acc-top5	lr	batch	batch-time	epoch-time
68	0.48230536508775174	0.8695606584879941	0.9754639823843976	0.01	32	0.9083199285743229	271.63757395744324
69	0.4798198410508967	0.8731257208765859	0.9727377582048863	0.01	32	0.903607165933054	270.22454857826233
70	0.49493892530081496	0.8637936458005662	0.9721086295480759	0.01	32	0.9040310534346463	270.3381097316742
71	0.49763627655790876	0.8620111146062703	0.9739960155185069	0.01	32	0.9057655358394253	270.873899936676
72	0.4819491551559127	0.8681975463982384	0.9721086295480759	0.01	32	0.9065340825147852	271.0906972885132
73	0.46143340089479384	0.8731257208765859	0.9752542728321275	0.01	32	0.9093198935722427	271.9325535297394
74	0.47139244353582466	0.8705043514732096	0.9772465135786935	0.01	32	0.9027381629050775	269.9593982696533
75	0.48726921630528186	0.8642130649051064	0.9748348537275873	0.01	32	0.9020199297263869	269.7482488155365
76	0.45493077626827816	0.8749082520708819	0.976197965817343	0.01	32	0.901426564889608	269.57326579093933
77	0.45517711443409575	0.8726014469959107	0.9782950613400441	0.01	32	0.9002653045399133	269.2132248878479
78	0.43222418813394453	0.8823529411764706	0.9788193352207193	0.01	32	0.901591499513607	269.61589336395264
79	0.4388613189380474	0.8803607004299046	0.9778756422355038	0.01	32	0.9021069979587925	269.7611997127533
80	0.4445652248750158	0.879207297892419	0.9776659326832338	0.01	32	0.9035223590889104	270.20463156700134
81	0.339582709830125	0.9066792492398029	0.9843766383558771	0.001	32	0.9052086929015093	270.7188708782196
82	0.3000906161745977	0.9226171752123309	0.9854251861172276	0.001	32	0.9041256689307682	270.497496843338
83	0.28286611332612877	0.926706511481598	0.9868931529831184	0.001	32	0.9044571329518704	270.4790368080139
84	0.2631912418940263	0.9328929432735661	0.9882562650728741	0.001	32	0.936223014142601	279.9794280529022
85	0.24689989388957767	0.9354094579008074	0.9886756841774142	0.001	32	0.9043209385313716	270.4337375164032
86	0.25000918930252103	0.9344657649155919	0.9902485058194401	0.001	32	0.9052277663878374	270.7020597457886
87	0.24538459544838306	0.9389745202893992	0.9891999580580896	0.001	32	0.9050079189415361	270.63953948020935
88	0.2430511837899591	0.9382405368564538	0.9889902485058194	0.001	32	0.904150383926953	270.38745045661926
89	0.23166242240296978	0.9409667610359652	0.9912970535807906	0.001	32	0.9033843458296862	270.16588068008423
90	0.2284433317969427	0.9408619062598301	0.9904582153717102	0.001	32	0.9042640314453023	270.42236256599426
91	0.22509480792670877	0.942749292230261	0.9915067631330607	0.001	32	0.9050780323436827	270.65188813209534
92	0.2279723011823624	0.9415958896927755	0.990143651043305	0.001	32	0.912596885177204	272.92547488212585
93	0.22253197424689516	0.9431687113348013	0.9912970535807906	0.001	32	0.9036136638360678	270.23463773727417
94	0.22667362730720828	0.9398133584984796	0.9911921988046556	0.001	32	0.9015814556325957	269.6245074272156
95	0.2137733789763761	0.9459997902904478	0.9919261822376009	0.001	32	0.9301213683890659	278.1480379104614
96	0.21414772274484922	0.9434832756632064	0.992135891789871	0.001	32	0.9022360733121534	269.80989599227905
97	0.2227449000125488	0.9440075495438818	0.9904582153717102	0.001	32	0.9010490103310167	269.46292901039124
98	0.2148067168973459	0.9474677571563385	0.9918213274614659	0.001	32	0.9008653857636213	269.4015600681305
99	0.2095872441140113	0.9473629023802034	0.992135891789871	0.001	32	0.902051218377308	269.7571928501129
100	0.20599463676723828	0.9491454335744993	0.9927650204466814	0.001	32	0.9021459423180009	270.6846146583557
