epoch	loss	acc-top1	lr	batch	batch-time	epoch-time
1	0.7242782287525408	0.4696969696969697	0.001	2	1.4343506013504181	142.0209674835205
2	0.69239584936036	0.5404040404040404	0.001	2	1.4505272465522843	143.64281916618347
3	0.6826824759594118	0.5454545454545454	0.001	2	1.4601358404063216	144.5845639705658
4	0.6825816914288685	0.5656565656565656	0.001	2	1.4605781454028506	144.62281727790833
5	0.6915690555717006	0.5707070707070707	0.001	2	1.460245500911366	144.60766220092773
6	0.6477417298639664	0.6515151515151515	0.001	2	1.4602776705616651	144.60753512382507
7	0.645970237977577	0.6212121212121212	0.001	2	1.4614918906279284	144.7176787853241
8	0.63812054407717	0.6464646464646465	0.001	2	1.4621698495113489	144.78712606430054
9	0.6071219248603089	0.696969696969697	0.001	2	1.4594315326575078	144.51318359375
10	0.599764394940752	0.6767676767676768	0.001	2	1.4603330173877755	144.61176538467407
11	0.5343861260799446	0.7525252525252525	0.001	2	1.4621495959734676	144.7942111492157
12	0.6158862424017203	0.6919191919191919	0.001	2	1.4614354648975412	144.72288584709167
13	0.6357636505907233	0.6515151515151515	0.001	2	1.4611489893210055	144.6838345527649
14	0.5534696220749556	0.7121212121212122	0.001	2	1.4622807406415843	144.80850100517273
15	0.5503354081601808	0.7171717171717171	0.001	2	1.4625477718584465	144.83695340156555
16	0.5035803089238177	0.7272727272727273	0.001	2	1.462817319715866	144.85764908790588
17	0.5295148901265077	0.7373737373737373	0.001	2	1.4601598171272663	144.5835988521576
18	0.49451271241361444	0.7272727272727273	0.001	2	1.4623636741830845	144.8142910003662
19	0.511099104929452	0.7474747474747475	0.001	2	1.4600210743721085	144.58280992507935
20	0.500278482232431	0.7626262626262627	0.001	2	1.4621409237986864	144.77805423736572
21	0.5479764553031536	0.7222222222222222	0.001	2	1.4600613622954397	144.5867531299591
22	0.48514012706400167	0.7424242424242424	0.001	2	1.4602303793936064	144.59023666381836
23	0.4419341969369638	0.7878787878787878	0.001	2	1.4629044966264204	144.8541603088379
24	0.49008399097606387	0.7323232323232324	0.001	2	1.4622439663819593	144.79313898086548
25	0.44560437521549184	0.7626262626262627	0.001	2	1.4622324813495984	144.8037986755371
26	0.4734196864595317	0.7474747474747475	0.001	2	1.4618237379825476	144.7594017982483
27	0.4752295733702303	0.7171717171717171	0.001	2	1.4619935016439418	144.7794246673584
28	0.479078598094709	0.7272727272727273	0.001	2	1.4613948470414286	144.7189176082611
